reviewID,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,label
1463,4,TRUE,"10 11, 2014",A2UA54M3LDETU0,1384198,505wolff,Nice book... I only gave it 4 stars because I don't think it's great - original story- illustrations are ok,Ok,1412985600,0
1466,4,TRUE,"10 11, 2014",A3GURTXTBN6P1H,1384198,Neen James Inc.,"A friend suggested I read this leading to my first marathon.... I guess I will be chanting ""I think I can, I think I can"" - heart warming for little ones to ask for help and keep asking until you find the person who believes in you and what you want to achieve.",a good reminder we can do anything we put our minds to,1412985600,0
1472,5,TRUE,"10 9, 2014",AD4SHMDB40FTI,1384198,Anne R.,A great lesson in sticking to your goals and having self confidence.,Five Stars,1412812800,0
1473,5,TRUE,"12 22, 2014",A508QK03PMAPX,B000006RGQ,Lance,great condition wasn't for me though was a gift for my friends b-day,great b-day gift for my pal,1419206400,0
1483,4,TRUE,"09 23, 2014",A3CH4MIJPZUOBU,1384198,Brian,bought for a gift,Four Stars,1411430400,0
1485,3,FALSE,"05 11, 2012",AN6S2CKVKI047,B000006RGQ,christian,"I know that this was for the PS1 and the N64, but it's just another Beat em' up with better graphics. It's alright. I played it for about half an hour before I got game over. A decent little time waster. Reminds me of an arcade game.",Bland Beat em up... IN 3-D!!!,1336694400,0
1488,4,TRUE,"06 02, 2011",A3DABGGV3YAE2V,B000006RGQ,C. Glass,"i would recommend getting this game for many reasons you have 4 characters to choose from you can pick the route you want the levels are well designed along with the chaacters , the fighting style are also great you get to pick up weapons & use tit against them the playstation version is the best one to buy",FIGHTING FORCE,1306972800,0
1491,2,FALSE,"04 13, 2006",A11LS12ZU93SV6,B000006RGQ,DeRosset Myers,"You know you're in trouble when other terrible video games are compared to you. Though only a little worse than Charlie's Angels (GameCube) and not as bad as Hidden Invasion (PlayStation2), Fighting Force is the difinitive bad adventure-fighting game that fits on the same crap list as Burning Fight. Even Brawl Bros and Peace Keepers are better than this, and that's saying a lot. You get your pick from four forgettable crime fighters: pixie-pig-tailed Alana, gruff Hawk, leather-pants-wearing ""Look at me, I'm Nabiki Tendo"" Mace, and prison inmate Smasher. They're out to get a psychopath who believes the world should have ended at the beginning of 2000 A.D. and is now determined to make that happen. Maybe he should have waited through the other 23 times it turned New Years day across the world. Many Sega Saturn owners didn't realize then how lucky they were that this game was cancelled on their system. Nintendo 64 owners were not so lucky, and I wasn't so lucky after getting the PlayStation version. The controls are sloppy, the hit detection is horrible, especially the dash attacks, and the character animation is almost jerky enough to look like an old claymation cartoon. If there is one redeeming factor, it is the music. Though not great, the musical scores in this game are a nice touch. The only reason you should buy this disc is to pop it into a CD-playing radio or computer and skip track one since that's just a data track ... meaning all you will hear, if anything, is an annoying buzz. Start on Track 2, sit back, and enjoy the only good thing about this game.",Pretty awful,1144886400,1
1493,4,TRUE,"05 05, 2016",A1ZD4PE2MMFO16,710105482X,Russo,"Smaller than I'd expected but that's my fault. I really want (and will end up getting) the old 2 oz Classic Midgets. Cleaned them and soaked in hot tap water, put lids on when hot and no problems. Works for salad dressing in lunch box, but I often need to use 2 rather than just one.",Smaller than I'd expected but that's my fault. I ...,1462406400,0
1498,5,FALSE,"09 03, 2014",ABNSIA2Z3ASO3,1384198,Ellen M. Spence,"My Dad always told us to ""think I can"" and we could. Wanted my granddaughters to experience this book. Love it!",The Little Engine That Could,1409702400,0
1499,3,TRUE,"05 02, 2016",A1CSFIQ41U5FWY,710105482X,Moonblue72,Wow these are small. I wish they had one of those pictures showing how small they really are. I will probably use these for dressing for to go salads and that's about it. Too tiny for anything else.,teeny tiny.,1462147200,0
1500,5,FALSE,"12 22, 2008",AWG2O9C42XW5G,B000006RGO,Blake Meahl 2018,This is a pretty fun game. if you like hardcore killing games then this is for you. this game rocks,Deathtrap Dungeon,1229904000,0
1501,5,TRUE,"08 29, 2014",A21SGKG7HBM3V3,1384198,elle,"Two year old loves this book. I LOVE the updated illustrations especially the Native American doll. It's just a beautiful book, one I will keep and pass down to my kids' children in 30 years.",beautiful illustrations,1409270400,0
1503,3,FALSE,"07 05, 2005",A2LY7GPTXH2A9B,B000006RGO,Michael Anthony,I liked the story and the graphics weren't that bad but the main problem was with the controls and the camera angles at times. If not for that this game would've been great.,Could have been better,1120521600,0
1506,4,TRUE,"03 23, 2016",A3CA851JMNCVFH,710105482X,joshsmom1996,"Like the size because they are perfect for tablespoon size serving of mayo, peanut butter, dressing, etc. Had some trouble with lids fitting on correctly and closing all the way.",Like the size because they are perfect for tablespoon size ...,1458691200,0
1507,1,TRUE,"08 20, 2014",A1GKQL8VWI4ZJ6,1384198,Peter,"Why would you take a classic children's book and abridge it? It's already short. It's designed for kids. Why cut it down? Is paper that expensive? I just wish the title said ""The Little Engine That Could, Abridged."" I bought this from my mobile phone, without reading the fine print, assuming I'd get the normal book. Time to find a normal copy. Perhaps in a physical bookstore this time. Or carefully reading reviews. Looking on a desktop, there seem to be dozens of different versions, all butchered in different ways. Perhaps Amazon could find a way to place the normal edition at the top of the listings?",Why?!?!?!?!?!!!!!,1408492800,1
1508,5,FALSE,"06 19, 2002",A28R83ADQPMF2X,B000006RGR,Chris W.,"From the Great Wall of China to the canals of Venice, Tomb Raider II is the rare case in which a sequel is better than an original. In fact, I find this game to be my favorite of the series. In it the legendary Lara Croft sets out to find the Dagger of Xion. In her quest she navigates the globe, and even takes a couple of trips to strange and magical new worlds. Tomb Raider II offers significant improvements over the original, and its game play exceeds the other games that follow in the series. The game has drastically overhauled weapons and artificial intelligence. Though the puzzles are not as hard as later versions, they still are quite difficult. Lara has new moves, many new weapons, and more dangerous foes. What more could a Tomb Raider fan - or even the casual gamer - ask for? I highly recommend this game, whether you are an avid Tomb Raider fan or somebody new to the series. I don't believe you will be disappointed - in fact, you will probably find many hours of action filled entertainment. And if you do enjoy it, I strongly recommend other games in this series.",The Best Game in an Outstanding Series,1024444800,1
1509,3,FALSE,"08 20, 2014",A1IIP5OVY6B9MK,1384198,Sandra,I purchased this as a gift for my grandson...VERY disappointing that the Little Engine is now a female. I will try to find a little girl who will enjoy this and continue my search for a gift quality book that is still the original and has a male Little Engine.,Not the original,1408492800,1
1510,5,TRUE,"03 07, 2016",A148871BW12LME,710105482X,Kari Nichols,These are adorable. I use them for anything from salad dressing to lotions. They secure tightly.,Five Stars,1457308800,0
1513,3,TRUE,"02 19, 2016",A13M6EBQGREPH5,710105482X,Chris,"These are ok. They are the right size for what I wanted (sauce containers for lunchboxes), but the lids have to be resized by heating them and then putting them on the cup part otherwise they are way too tight. Even after resizing though my kids still struggle to use them at school and it's just not worth the risk of salad dressing being splashed everywhere when they try to open these up.",Right size but hard for kids to open.,1455840000,0
1521,5,TRUE,"01 29, 2016",A1TORIF8TTI8YY,710105482X,Grace,Who doesn't love smidgets? I bought these and then the salt shakers and am using the top of the salt shaker on these to carry salt substitute. These are so terrific you can find hundreds of uses for them. My wish list for these would only be this: make them in sets of varying colors so when there are 3 in my purse I can tell what is what more easily :),Smidgets!,1454025600,0
1524,5,TRUE,"01 27, 2016",A36BJGI2404VJ5,710105482X,StephZ,They haven't leaked but as previously stated they are hard to get the lids on. Which in my opinion is typical of Tupperware products,They haven't leaked but as previously stated they are hard ...,1453852800,0
1525,5,TRUE,"02 18, 2015",A27WTYUEI1B62A,B000006RGR,Janice Allen,great game,one of the best TR,1424217600,0
1528,5,TRUE,"02 06, 2015",A2312L384WWKUG,B000006RGR,suzanne palmer,I received tomb raider in excellent shape.,Five Stars,1423180800,0
1530,5,TRUE,"01 20, 2016",A1ISX1FK49LCZW,710105482X,Kindle Customer,so handy,Five Stars,1453248000,0
1533,5,TRUE,"01 13, 2016",AKN66Q4WFE780,710105482X,MVDVM268,Dear people of Amazon who can't get the lid on: I made you a video. The lids fit fine! They're so tight because that's the only way to keep them water tight so you can use them for salad dressings and things. You just need to use a little finger trick to get it on.,"The lids fit fine, you just have to put them on right! :)",1452643200,1
1540,5,TRUE,"06 06, 2014",A2W5BVUPEVX1ME,B000006RGR,Christian Tucholske,"They took what was great about the first and somehow made it twice as good. These games are still great for people looking for a challenge, but I would advise first-time players to play the series in order, as each game builds up from the hardest point of the previous one by making difficult-to-learn skills from the previous one rudimentary things you NEED to know in order to play the next, as well as adding a bunch of new tricks and surprises. But, even though there isn't as much actual ""Tomb Raiding"" in this one, it is definitely a step up from the previous version. Also includes an awesome bonus level at the end where Lara's house is raided by a Mafia strike team. Although, does not include the other bonus levels from the extended version of the game. (The extended version has two more levels, but it's only for the PC)",TR2,1402012800,0
